mode,query_class,query_filename,query_filepath,top1_class,top1_filename,top1_filepath,top1_similarity,top1_structure_similarity,top1_is_relevant,recall_at_1,recall_at_5,recall_at_10,ap_at_k,ndcg_at_k,first_tier,second_tier,anmrr
multimodal_text,人孔,HG21518-93.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\HG21518-93\HG21518-93.png,人孔,椭圆压力容器卫生人孔.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\椭圆压力容器卫生人孔\椭圆压力容器卫生人孔.png,0.921225,0.826508,1,1.0,1.0,1.0,0.438095,0.620762,0.447368,0.815789,0.23221
multimodal_text,人孔,HG21597-1999-1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\HG21597DN450\HG21597-1999-1.png,人孔,14.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\HG21597DN450\14.png,0.90842,0.6379,1,1.0,1.0,1.0,0.866389,0.926636,0.763158,0.868421,0.134437
multimodal_text,人孔,RF500-1.0.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\人孔(衬面)\HG21596-99回转盖不锈钢法兰人孔\RF500-1.0.png,人孔,RF450-1.0.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\人孔(衬面)\HG21596-99回转盖不锈钢法兰人孔\RF450-1.0.png,0.96002,0.876594,1,1.0,1.0,1.0,1.0,1.0,0.710526,0.842105,0.146856
multimodal_text,人孔,椭圆压力容器卫生人孔.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\椭圆压力容器卫生人孔\椭圆压力容器卫生人孔.png,人孔,13.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\HG21597DN450\13.png,0.927463,0.765289,1,1.0,1.0,1.0,0.585714,0.722295,0.473684,0.842105,0.242854
multimodal_text,人孔,锅炉人孔DN400×300.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\锅炉人孔DN400×300\锅炉人孔DN400×300.png,夹具,差速器壳A1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\差速器壳A1.png,0.95584,0.819441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
multimodal_text,叶轮叶片,17001-G160F-0000 叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\17001-G160F-0000 叶轮.png,叶轮叶片,微信图片_20251014201554_34_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201554_34_58.png,0.939321,0.713974,1,1.0,1.0,1.0,0.4,0.563788,0.310345,0.344828,0.635903
multimodal_text,叶轮叶片,533c29e4bb281fd0377f69d566f4ea04.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\533c29e4bb281fd0377f69d566f4ea04.png,叶轮叶片,微信图片_20251014201725_41_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201725_41_58.png,1.0,1.0,1,1.0,1.0,1.0,0.125,0.289523,0.068966,0.137931,0.869506
multimodal_text,叶轮叶片,叶片.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶片.png,叶轮叶片,叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶轮.png,0.937483,0.837793,1,1.0,1.0,1.0,0.630873,0.795166,0.344828,0.344828,0.6119
multimodal_text,叶轮叶片,叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶轮.png,叶轮叶片,叶片.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶片.png,0.937483,0.837793,1,1.0,1.0,1.0,0.370833,0.572756,0.275862,0.344828,0.656187
multimodal_text,叶轮叶片,叶轮和叶片.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶轮和叶片.png,轴,定位心轴_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\轴\定位心轴_1.png,0.927845,0.790175,0,0.0,0.0,0.0,0.0,0.0,0.034483,0.034483,0.964503
multimodal_text,叶轮叶片,左螺旋叶片LS25.2.2-3.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\左螺旋叶片LS25.2.2-3.png,花键,微信图片_20251014202422_50_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\花键\微信图片_20251014202422_50_58.png,0.942034,0.804403,0,0.0,1.0,1.0,0.362976,0.543101,0.344828,0.344828,0.627789
multimodal_text,叶轮叶片,微信图片_20251014201257_23_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201257_23_58.png,叶轮叶片,微信图片_20251014201406_27_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201406_27_58.png,0.973977,0.881253,1,1.0,1.0,1.0,0.1,0.220092,0.034483,0.034483,0.960784
multimodal_text,叶轮叶片,微信图片_20251014201339_25_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201339_25_58.png,支架,微信图片_20251014203926_126_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\支架\微信图片_20251014203926_126_58.png,0.917549,0.806556,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
multimodal_text,叶轮叶片,微信图片_20251014201355_26_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201355_26_58.png,叶轮叶片,微信图片_20251014201554_34_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201554_34_58.png,0.999948,0.999783,1,1.0,1.0,1.0,0.4,0.563788,0.275862,0.344828,0.64334
multimodal_text,叶轮叶片,微信图片_20251014201406_27_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201406_27_58.png,叶轮叶片,微信图片_20251014201257_23_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201257_23_58.png,0.973977,0.881253,1,1.0,1.0,1.0,0.1,0.220092,0.034483,0.034483,0.960784
multimodal_text,叶轮叶片,微信图片_20251014201420_28_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201420_28_58.png,叶轮叶片,微信图片_20251014201716_40_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201716_40_58.png,0.997448,0.988038,1,1.0,1.0,1.0,0.4,0.563788,0.310345,0.37931,0.641988
multimodal_text,叶轮叶片,微信图片_20251014201435_29_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201435_29_58.png,夹具,2箱座零件图-A1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\2箱座零件图-A1.png,0.947635,0.832949,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98073
multimodal_text,叶轮叶片,微信图片_20251014201510_32_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201510_32_58.png,叶轮叶片,微信图片_20251014201502_31_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201502_31_58.png,0.997904,0.994923,1,1.0,1.0,1.0,0.7,0.800694,0.241379,0.241379,0.73259
multimodal_text,叶轮叶片,微信图片_20251014201546_33_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201546_33_58.png,叶轮叶片,微信图片_20251014201325_24_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201325_24_58.png,0.971175,0.884222,1,1.0,1.0,1.0,0.3,0.469,0.103448,0.137931,0.807978
multimodal_text,叶轮叶片,微信图片_20251014201554_34_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201554_34_58.png,叶轮叶片,微信图片_20251014201355_26_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201355_26_58.png,0.999948,0.999783,1,1.0,1.0,1.0,0.4,0.563788,0.275862,0.344828,0.64334
multimodal_text,叶轮叶片,微信图片_20251014201612_35_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201612_35_58.png,齿轮带轮凸轮,齿轮轴_8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\齿轮带轮凸轮\齿轮轴_8.png,0.914239,0.792085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
multimodal_text,叶轮叶片,微信图片_20251014201621_36_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201621_36_58.png,叶轮叶片,微信图片_20251014201510_32_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201510_32_58.png,0.968998,0.865114,1,1.0,1.0,1.0,0.321667,0.510069,0.172414,0.172414,0.81474
multimodal_text,叶轮叶片,微信图片_20251014201631_37_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201631_37_58.png,叶轮叶片,微信图片_20251014201502_31_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201502_31_58.png,0.987529,0.93951,1,1.0,1.0,1.0,0.645,0.781984,0.241379,0.241379,0.73428
multimodal_text,叶轮叶片,微信图片_20251014201716_40_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201716_40_58.png,叶轮叶片,微信图片_20251014201420_28_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201420_28_58.png,0.997448,0.988038,1,1.0,1.0,1.0,0.4,0.563788,0.310345,0.37931,0.641988
multimodal_text,叶轮叶片,（叶轮）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\（叶轮）.png,夹具,毛坯图_15.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\毛坯图_15.png,0.929696,0.743304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
multimodal_text,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 861.1-87\10.png,垫圈,12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 861.1-87\12.png,0.999342,0.997616,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.942169,0.057944
multimodal_text,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 859-87\10.png,垫圈,12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 859-87\12.png,0.999047,0.996263,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.937349,0.061238
multimodal_text,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 862.1-87\10.png,垫圈,12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 862.1-87\12.png,0.996422,0.996722,1,1.0,1.0,1.0,1.0,1.0,0.915663,0.942169,0.058697
multimodal_text,垫圈,14.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\14.png,垫圈,12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\12.png,0.999035,0.996056,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.942169,0.057911
multimodal_text,垫圈,14.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 96-85\14.png,垫圈,12.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 96-85\12.png,0.997044,0.992806,1,1.0,1.0,1.0,1.0,1.0,0.910843,0.939759,0.056171
multimodal_text,垫圈,16-100.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\16-100.png,垫圈,16-90.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\16-90.png,0.996848,0.984355,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.944578,0.054536
multimodal_text,垫圈,24.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 848-85\24.png,垫圈,20.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 848-85\20.png,0.998537,0.993346,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.944578,0.055335
multimodal_text,垫圈,30-130.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\30-130.png,垫圈,24-130.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\24-130.png,0.999302,0.996662,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.93494,0.056873
multimodal_text,垫圈,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB-T 1230-91\30.png,垫圈,27.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB-T 1230-91\27.png,0.999222,0.996131,1,1.0,1.0,1.0,1.0,1.0,0.915663,0.944578,0.055213
multimodal_text,垫圈,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\30.png,垫圈,27.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\27.png,0.999112,0.995801,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.942169,0.054883
multimodal_text,垫圈,36-140.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\36-140.png,垫圈,30-140.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\30-140.png,0.999219,0.996148,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.93494,0.059165
multimodal_text,垫圈,36-90.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\36-90.png,垫圈,30-90.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\30-90.png,0.999194,0.996429,1,1.0,1.0,1.0,1.0,1.0,0.910843,0.944578,0.05536
multimodal_text,垫圈,36.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 849-88\36.png,垫圈,36.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\36.png,0.996067,0.98176,1,1.0,1.0,1.0,1.0,1.0,0.915663,0.944578,0.053989
multimodal_text,垫圈,5.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\锯齿锁紧垫圈 - GB 862.2-87\5.png,垫圈,6.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\锯齿锁紧垫圈 - GB 862.2-87\6.png,0.998943,0.995774,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.93253,0.060747
multimodal_text,垫圈,6-35.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\6-35.png,垫圈,6-30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\6-30.png,0.999223,0.996393,1,1.0,1.0,1.0,1.0,1.0,0.915663,0.937349,0.059052
multimodal_text,垫圈,8-25.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\8-25.png,垫圈,6-25.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\6-25.png,0.999519,0.99832,1,1.0,1.0,1.0,1.0,1.0,0.918072,0.93494,0.059432
multimodal_text,垫圈,8-30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88\8-30.png,垫圈,10-30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88\10-30.png,0.999785,0.999073,1,1.0,1.0,1.0,1.0,1.0,0.913253,0.942169,0.056372
multimodal_text,垫圈,8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\方斜垫圈 - GB 852-88\8.png,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\方斜垫圈 - GB 852-88\10.png,0.999193,0.996979,1,1.0,1.0,1.0,1.0,1.0,0.910843,0.939759,0.058821
multimodal_text,垫圈,8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 5287-85\8.png,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 5287-85\10.png,0.998422,0.993081,1,1.0,1.0,1.0,1.0,1.0,0.910843,0.939759,0.059682
multimodal_text,垫圈,垫—何明2006_1.dwg-2025-09-24-13-40-30-301.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫—何明2006_1.dwg-2025-09-24-13-40-30-301.png,垫圈,垫—何明2006_4_001.dwg-2025-09-24-13-40-48-265.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫—何明2006_4_001.dwg-2025-09-24-13-40-48-265.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.031325,0.031325,0.964368
multimodal_text,夹具,40.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\40.png,夹具,25.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\25.png,0.966784,0.858647,1,1.0,1.0,1.0,0.624206,0.772838,0.25877,0.25877,0.707979
multimodal_text,夹具,A0加工零件图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A0加工零件图.png,夹具,A0加工工序图2004版.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A0加工工序图2004版.png,1.0,0.982511,1,1.0,1.0,1.0,0.6,0.72733,0.28312,0.28312,0.678468
multimodal_text,夹具,A1夹具体2004.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A1夹具体2004.png,夹具,A1夹具体_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A1夹具体_2.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.306645,0.306645,0.650295
multimodal_text,夹具,A4推杆.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A4推杆.png,夹具,推杆.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\推杆.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.335122,0.335122,0.618217
multimodal_text,夹具,B99Q0024-钻套--4_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\B99Q0024-钻套--4_1.png,夹具,B99Q0024-钻套--4.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\B99Q0024-钻套--4.png,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.308708,0.308708,0.647653
multimodal_text,夹具,半精车主轴颈左端_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\半精车主轴颈左端_1.png,夹具,半精车主轴颈左端.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\半精车主轴颈左端.png,1.0,1.0,1,1.0,1.0,1.0,0.1,0.220092,0.077177,0.077177,0.915577
multimodal_text,夹具,可换垫块_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\可换垫块_1.png,夹具,可换垫块.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\可换垫块.png,1.0,0.996136,1,1.0,1.0,1.0,0.9,0.936379,0.310772,0.310772,0.646466
multimodal_text,夹具,夹具1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具1.png,夹具,夹具体04.1_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体04.1_2.png,1.0,0.926905,1,1.0,1.0,1.0,1.0,1.0,0.309946,0.309946,0.645871
multimodal_text,夹具,夹具_7.dwg-2025-09-24-13-41-02-330.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具_7.dwg-2025-09-24-13-41-02-330.png,夹具,夹具04.dwg-2025-09-24-13-41-02-079.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具04.dwg-2025-09-24-13-41-02-079.png,1.0,0.990855,1,1.0,1.0,1.0,1.0,1.0,0.250516,0.250516,0.714265
multimodal_text,夹具,夹具体_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体_1.png,板,4流道板A1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\板\4流道板A1.png,0.96408,0.884925,0,0.0,1.0,1.0,0.033333,0.110046,0.027239,0.027239,0.96958
multimodal_text,夹具,夹具体_22.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体_22.png,夹具,夹具体_21.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体_21.png,1.0,1.0,1,1.0,1.0,1.0,0.6,0.72733,0.256707,0.256707,0.709117
multimodal_text,夹具,夹具左支架_001.dwg-2025-09-24-13-41-20-046.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具左支架_001.dwg-2025-09-24-13-41-20-046.png,夹具,夹具左支架.dwg-2025-09-24-13-41-20-042.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具左支架.dwg-2025-09-24-13-41-20-042.png,1.0,1.0,1,1.0,1.0,1.0,0.7,0.800694,0.023525,0.023525,0.973089
